oz_one,oz_two,oz_three,oz_four,oz_five,y
-0.8840430974960327,0.7516014575958252,0.7561236023902893,-1.521580696105957,0.2039836347103119,-1.2921181917190552
-1.516161561012268,-0.7788515686988831,-0.9355247616767884,0.3615195155143738,-1.3065446615219116,-1.5433131456375122
1.2763495445251465,0.0224994197487831,-0.3741631805896759,1.502670407295227,-0.6092270016670227,1.8106491565704343
1.2820113897323608,1.030212640762329,-0.3265532851219177,-1.5389498472213743,0.4748446941375732,-0.5416422486305237
-0.6190481185913086,1.5605392456054688,1.4351160526275637,-0.2976331114768982,-0.1206583082675933,0.5643755793571472
-0.1537737101316452,1.5724730491638184,-0.2337601035833358,-0.9003019332885742,-1.1117603778839111,0.2461530715227127
-1.293172836303711,0.1095983684062957,-0.1123721227049827,0.7475091814994812,0.6878159642219543,-0.3285762667655945
0.0547217838466167,-0.8638148307800293,-0.3636926710605621,-0.3262602984905243,-1.3861992359161377,-0.9254732131958008
-1.6767539978027344,0.0405297018587589,0.808882474899292,-0.8350511789321899,-0.6742554903030396,-1.7592569589614868
-1.4268213510513306,1.2703932523727417,0.7996731996536255,-0.0688214376568794,0.3120083510875702,-0.5805679559707642
1.7458503246307373,-0.553605318069458,-0.96479594707489,-0.1364349573850631,-0.7463163137435913,0.2814717590808868
0.1317356526851654,-0.1017136573791503,1.0222288370132446,1.3769675493240356,-0.493994802236557,1.4268518686294556
0.1920449584722519,-0.7757077813148499,1.0904086828231812,1.229322075843811,-1.2968440055847168,0.617076575756073
0.4891076982021332,0.3387359082698822,0.9176093935966492,1.3053940534591677,0.8998854756355286,1.708439826965332
-0.9794145822525024,0.4466308653354645,-1.1234432458877563,0.9683530926704408,-0.0103370118886232,0.0038187324535101
-0.3164952993392944,-1.1015663146972656,-0.9505218863487244,0.1883598119020462,-0.5866298675537109,-1.0263512134552002
-0.178472027182579,0.1501811742782592,1.622958421707153,0.1603355556726455,-0.9127284288406372,0.6597963571548462
-1.0059583187103271,0.640318751335144,0.4200074076652527,-0.346208244562149,0.1111054718494415,-0.6551913619041443
-1.031720519065857,0.5459542870521545,1.362421989440918,1.1263505220413208,0.953809142112732,1.2496718168258667
-0.8556624054908752,-1.6088016033172607,-1.1163841485977173,0.7751908898353577,1.658906102180481,0.4016335904598236
1.5773249864578247,-1.2069635391235352,0.2650686800479889,-0.1262227445840835,-1.7699378728866575,-1.09063458442688
-0.9953169822692872,-1.3156559467315674,-1.2021164894104004,-1.4723724126815796,0.2160511612892151,-1.4571281671524048
1.1576075553894043,1.5692814588546753,1.0013375282287598,-1.7445892095565796,-1.637426257133484,-1.276363968849182
-1.328534483909607,-0.943410336971283,-1.7523542642593384,-1.7556302547454834,1.1681995391845703,-0.666130781173706
-1.7267508506774902,0.3936064541339874,-0.6487612724304199,1.681138038635254,0.3564335703849792,-0.1997976452112198
-0.380315214395523,0.8775801658630371,0.1730024963617324,-0.1364822387695312,0.2923493981361389,0.1900050491094589
